source	target	score	evalue
CAI33309.1	CAI34348.1	76.6	3e-17
CAI33309.1	CAI34657.1	76.3	5e-17
CAI33309.1	CAI34080.1	64.3	4e-13
CAI33324.1	CAI33389.1	586	0.0
CAI33324.1	CAI33366.1	586	0.0
CAI33324.1	BAQ00975.1	40.4	2e-05
CAI33324.1	AAZ91245.1	35.8	5e-04
CAI33324.1	AEP25477.1	35.4	7e-04
CAI33412.1	CAI33343.1	775	0.0
CAI33412.1	ABI98976.1	30.4	0.027
CAI33412.1	WP_046788607.1	30.4	0.028
CAI33366.1	CAI33389.1	759	0.0
CAI33366.1	BAQ00975.1	41.2	9e-06
CAI33366.1	AAZ91245.1	35.0	9e-04
CAI33389.1	BAQ00975.1	41.2	9e-06
CAI33389.1	AAZ91245.1	35.0	9e-04
CAI33466.1	CAI33817.1	40.4	2e-05
CAI33466.1	BAQ01317.1	35.0	0.001
CAI33441.1	CAI34310.1	104	2e-26
CAI33441.1	CAI34348.1	88.2	6e-21
CAI33441.1	CAI34519.1	86.7	2e-20
CAI33441.1	CAI34328.1	86.7	2e-20
CAI33441.1	CAI34657.1	86.7	2e-20
CAI33441.1	CAI34286.1	85.9	3e-20
CAI33441.1	CAI34080.1	75.1	1e-16
CAI33441.1	CAI34369.1	72.0	1e-15
CAI33441.1	CAI34641.1	30.8	0.018
CAI33515.1	CAI33491.1	214	9e-68
CAI33491.1	AAZ91245.1	34.7	0.001
CAI33610.1	CAI33585.1	825	0.0
CAI33610.1	CAI33561.1	825	0.0
CAI33610.1	CAI33537.1	765	0.0
CAI33537.1	CAI33585.1	743	0.0
CAI33537.1	CAI33561.1	743	0.0
CAI33561.1	CAI33585.1	831	0.0
CAI33700.1	CAI33631.1	696	0.0
CAI33700.1	CAI34269.1	55.8	3e-10
CAI33700.1	AAM27711	37.4	2e-04
CAI33700.1	AAM27560	37.4	2e-04
CAI33700.1	BAQ01137.1	35.4	9e-04
CAI33700.1	AAL27351.1	33.9	0.002
CAI33700.1	BAQ01516.1	30.8	0.022
CAI33631.1	CAI34269.1	58.2	5e-11
CAI33631.1	BAQ01137.1	43.9	2e-06
CAI33631.1	AAM27711	38.5	8e-05
CAI33631.1	AAM27560	38.5	8e-05
CAI33631.1	BAQ01516.1	34.3	0.002
CAI33631.1	AAL27351.1	34.3	0.002
CAI33652.1	CAI33675.1	807	0.0
CAI33652.1	CAI33890.1	37.0	3e-04
CAI33652.1	CAI34454.1	35.0	0.001
CAI33652.1	CAI33915.1	32.0	0.008
CAI33652.1	CAI33941.1	32.0	0.008
CAI33675.1	CAI33890.1	37.0	3e-04
CAI33675.1	CAI34454.1	35.0	0.001
CAI33675.1	CAI33915.1	32.0	0.008
CAI33675.1	CAI33941.1	32.0	0.008
CAI33718.1	ACD37146.1	63.5	5e-13
CAI33718.1	ACD37138.1	63.5	5e-13
CAI33718.1	ACD37105.1	62.8	8e-13
CAI33718.1	AAK64372.1	54.7	4e-10
CAI33718.1	AQU71805.1	47.4	7e-08
CAI33718.1	AQU71752.1	46.6	1e-07
CAI33718.1	BAQ00622.1	45.4	4e-07
CAI33718.1	BAQ01024.1	44.7	6e-07
CAI33718.1	ADQ37322.1	38.1	7e-05
CAI33718.1	ADQ37335.1	38.1	9e-05
CAI33718.1	ADN43894.1	35.8	4e-04
CAI33718.1	ABB29916.1	35.4	5e-04
CAI33718.1	BAQ01293.1	35.0	8e-04
CAI33718.1	ACA24852.1	33.9	0.002
CAI33718.1	WP_024244058.1	33.9	0.002
CAI33718.1	AAO37701.1	33.9	0.002
CAI33718.1	AAD50486.1	33.9	0.002
CAI33718.1	ACA24840.1	33.1	0.003
CAI33718.1	BAQ00746.1	32.7	0.004
CAI33718.1	CAI34008.1	32.0	0.006
CAI33718.1	ACA24811.1	32.0	0.006
CAI33718.1	AAM27879	32.0	0.007
CAI33718.1	ACA24901.1	32.0	0.008
CAI33718.1	ACV67297.1	31.6	0.009
CAI33718.1	ACA24821.1	31.6	0.010
CAI33718.1	ABK27352.1	30.8	0.015
CAI33718.1	WP_046788607.1	30.8	0.016
CAI33718.1	ABK27321.1	30.8	0.016
CAI33718.1	WP_000456161.1	30.8	0.017
CAI33718.1	WP_016238111	30.8	0.017
CAI33718.1	ABI98976.1	30.8	0.017
CAI33718.1	ABK27351.1	30.4	0.020
CAI33718.1	ABK27355.1	30.4	0.020
CAI33718.1	ABK27350.1	30.4	0.021
CAI33718.1	BAI31288.1	30.4	0.022
CAI33745.1	CAI33890.1	38.9	6e-05
CAI33745.1	CAI33915.1	37.4	2e-04
CAI33745.1	CAI33941.1	37.4	2e-04
CAI33745.1	AAK60458.1	31.6	0.010
CAI33745.1	AAZ85713.1	31.6	0.012
CAI33745.1	CAI34454.1	30.4	0.026
CAI33798.1	CAI33774.1	842	0.0
CAI33862.1	CAI33840.1	609	0.0
CAI33941.1	CAI33915.1	832	0.0
CAI33941.1	CAI33890.1	825	0.0
CAI33890.1	CAI33915.1	825	0.0
CAI33983.1	CAI33966.2	952	0.0
CAI33983.1	CAI34407.1	946	0.0
CAI33966.2	CAI34407.1	946	0.0
CAI34008.1	WP_046788607.1	41.6	6e-06
CAI34008.1	ABI98976.1	41.6	7e-06
CAI34008.1	WP_000456161.1	41.2	8e-06
CAI34008.1	ACH97152.1	41.2	9e-06
CAI34008.1	AAL27339.1	36.6	3e-04
CAI34008.1	BAQ01860.1	36.6	3e-04
CAI34008.1	ACA24803.1	36.6	3e-04
CAI34008.1	BAL03056.1	36.6	3e-04
CAI34008.1	ACA24840.1	36.2	3e-04
CAI34008.1	ACA24852.1	36.2	3e-04
CAI34008.1	ACA24792.1	36.2	3e-04
CAI34008.1	BAQ00622.1	36.2	4e-04
CAI34008.1	AFV46136.1	34.7	0.001
CAI34008.1	BAQ02116.1	34.3	0.001
CAI34008.1	ACA24901.1	32.3	0.006
CAI34008.1	AAK64372.1	32.0	0.007
CAI34008.1	ACA24821.1	32.0	0.008
CAI34008.1	ACA24811.1	31.6	0.010
CAI34008.1	ADN43894.1	31.6	0.011
CAI34008.1	ACV67297.1	31.2	0.012
CAI34008.1	BAQ01641.1	31.2	0.012
CAI34008.1	AQU71805.1	30.8	0.017
CAI34008.1	AQU71752.1	30.4	0.022
CAI34057.2	CAI34032.1	797	0.0
CAI34057.2	ACD37157.1	33.5	0.002
CAI34057.2	ADN43871.1	33.1	0.003
CAI34057.2	BAQ01494.1	31.2	0.014
CAI34057.2	AFS33314.1	31.2	0.015
CAI34032.1	ACD37157.1	33.5	0.003
CAI34032.1	ADN43871.1	33.1	0.003
CAI34032.1	BAQ01494.1	31.2	0.015
CAI34032.1	AFS33314.1	31.2	0.016
CAI34080.1	CAI34348.1	581	0.0
CAI34080.1	CAI34657.1	577	0.0
CAI34080.1	CAI34519.1	359	3e-124
CAI34080.1	CAI34328.1	359	3e-124
CAI34080.1	CAI34286.1	356	7e-123
CAI34080.1	CAI34310.1	345	1e-118
CAI34080.1	CAI34369.1	57.0	9e-11
CAI34080.1	ABZ79721.1	32.3	0.006
CAI34080.1	ABB65530.1	32.3	0.006
CAI34080.1	AEP25477.1	32.3	0.006
CAI34080.1	CAI34641.1	30.8	0.018
CAI34080.1	CAI34544.1	30.4	0.025
CAI34099.1	CAI34498.1	156	3e-45
CAI34099.1	CAI34475.1	153	4e-44
CAI34150.1	CAI34124.1	799	0.0
CAI34150.1	CAI34680.1	138	1e-38
CAI34124.1	CAI34680.1	138	1e-38
CAI34254.1	CAI34177.1	810	0.0
CAI34254.1	CAI34388.1	804	0.0
CAI34254.1	CAI34236.1	218	9e-69
CAI34254.1	CAI34198.1	217	2e-68
CAI34254.1	CAI34217.1	213	6e-67
CAI34177.1	CAI34388.1	804	0.0
CAI34177.1	CAI34236.1	218	9e-69
CAI34177.1	CAI34198.1	217	2e-68
CAI34177.1	CAI34217.1	213	6e-67
CAI34198.1	CAI34236.1	774	0.0
CAI34198.1	CAI34217.1	616	0.0
CAI34198.1	CAI34388.1	206	1e-64
CAI34217.1	CAI34236.1	597	0.0
CAI34217.1	CAI34388.1	203	3e-63
CAI34217.1	BAQ00927.1	33.1	0.004
CAI34217.1	CAI34613.1	30.8	0.019
CAI34217.1	CAI34753.1	30.8	0.021
CAI34236.1	CAI34388.1	207	9e-65
CAI34269.1	AAZ85718.1	33.1	0.005
CAI34269.1	WP_097449287	32.3	0.007
CAI34269.1	BAQ00653.1	31.6	0.012
CAI34269.1	AAL27351.1	30.4	0.032
CAI34348.1	CAI34657.1	791	0.0
CAI34348.1	CAI34310.1	371	2e-128
CAI34348.1	CAI34519.1	365	2e-126
CAI34348.1	CAI34328.1	365	2e-126
CAI34348.1	CAI34286.1	362	4e-125
CAI34348.1	CAI34369.1	48.1	6e-08
CAI34348.1	CAI34641.1	38.5	7e-05
CAI34286.1	CAI34519.1	764	0.0
CAI34286.1	CAI34328.1	764	0.0
CAI34286.1	CAI34310.1	507	0.0
CAI34286.1	CAI34657.1	369	4e-128
CAI34286.1	CAI34369.1	40.0	2e-05
CAI34286.1	CAI34641.1	34.3	0.001
CAI34286.1	CAI34544.1	33.1	0.003
CAI34286.1	ABB65530.1	32.0	0.008
CAI34286.1	ABZ79721.1	32.0	0.008
CAI34310.1	CAI34519.1	526	0.0
CAI34310.1	CAI34328.1	526	0.0
CAI34310.1	CAI34657.1	387	8e-135
CAI34310.1	CAI34369.1	40.0	2e-05
CAI34328.1	CAI34519.1	770	0.0
CAI34328.1	CAI34657.1	373	2e-129
CAI34328.1	CAI34369.1	38.9	6e-05
CAI34328.1	CAI34641.1	35.0	0.001
CAI34328.1	CAI34544.1	32.7	0.004
CAI34328.1	ABB65530.1	32.0	0.009
CAI34328.1	ABZ79721.1	32.0	0.009
CAI34369.1	CAI34657.1	49.7	2e-08
CAI34369.1	CAI34544.1	41.6	8e-06
CAI34369.1	CAI34519.1	39.3	4e-05
CAI34369.1	CAI34641.1	33.9	0.002
CAI34436.1	BAQ01293.1	35.4	8e-04
CAI34454.1	WP_074526664.1	32.0	0.008
CAI34454.1	ABD19779.1	32.0	0.008
CAI34498.1	CAI34475.1	812	0.0
CAI34498.1	AEP25477.1	37.7	1e-04
CAI34475.1	AEP25477.1	38.5	8e-05
CAI34519.1	CAI34657.1	373	2e-129
CAI34519.1	CAI34641.1	35.0	0.001
CAI34519.1	CAI34544.1	32.7	0.004
CAI34519.1	ABB65530.1	32.0	0.009
CAI34519.1	ABZ79721.1	32.0	0.009
CAI34544.1	CAI34641.1	300	9e-102
CAI34544.1	ADR74237.1	31.6	0.009
CAI34544.1	BAQ01659.1	31.6	0.011
CAI34753.1	CAI34613.1	772	0.0
CAI34753.1	AAY28249.1	35.8	6e-04
CAI34587.1	ACA24829.1	31.2	0.014
CAI34587.1	ADC54967.1	30.8	0.017
CAI34613.1	AAY28249.1	35.4	6e-04
CAI34657.1	CAI34641.1	38.1	1e-04
AAN23041.1	AAN23057.1	705	0.0
AAN23041.1	AAN23078.1	705	0.0
CAB63298.1	ACV53000.1	779	0.0
CAB63298.1	ACV52983.1	765	0.0
CAB63298.1	AKA20948.1	227	4e-73
CAB63298.1	BAQ01843.1	185	2e-56
CAB63298.1	BAQ00758.1	47.8	1e-07
CAB63298.1	BAQ00879.1	43.5	2e-06
CAB63298.1	AJR19430.1	36.6	3e-04
CAB63298.1	BAQ02224.1	36.6	3e-04
CAB63298.1	BAQ02068.1	36.6	3e-04
CAB63298.1	ABG81806.1	36.6	3e-04
ADI59429.1	ADI59445.1	807	0.0
AAN23078.1	AAN23057.1	705	0.0
AKA20935.1	AKA20966.1	818	0.0
AKA20935.1	AKL88154.1	792	0.0
AKA20935.1	BAQ00945	298	2e-99
AKA20935.1	BAQ02105	298	2e-99
AKA20935.1	BAQ02177.1	298	2e-99
AKA20935.1	AAY23745.1	298	2e-99
AKA20935.1	AAY23733.1	298	4e-99
AKA20935.1	AAY23739.1	297	6e-99
AKA20935.1	BAQ01935.1	280	5e-92
AKA20935.1	BAQ01155.1	40.8	2e-05
AKA20935.1	AAM27546	35.8	6e-04
AKA20948.1	ACV52983.1	226	1e-72
AKA20948.1	ACV53000.1	217	2e-69
AKA20948.1	BAQ01843.1	111	2e-29
AKA20948.1	BAQ02224.1	48.9	3e-08
AKA20948.1	BAQ02068.1	48.9	3e-08
AKA20948.1	ABG81806.1	48.9	3e-08
AKA20948.1	AJR19430.1	47.4	7e-08
AKA20948.1	BAQ00758.1	40.4	2e-05
AKA20948.1	BAQ00879.1	32.3	0.005
AKA20966.1	AKL88154.1	790	0.0
AKA20966.1	BAQ00945	297	1e-98
AKA20966.1	BAQ02105	297	1e-98
AKA20966.1	BAQ02177.1	297	1e-98
AKA20966.1	AAY23745.1	297	1e-98
AKA20966.1	AAY23733.1	296	2e-98
AKA20966.1	AAY23739.1	296	3e-98
AKA20966.1	BAQ01935.1	278	2e-91
AKA20966.1	BAQ01155.1	40.0	3e-05
AKA20966.1	AAM27546	36.2	5e-04
AKA20981.1	CAX18360.1	783	0.0
AKA20981.1	AKA20999.1	659	0.0
AKA20999.1	CAX18360.1	618	0.0
AEP25500.1	WP_000482333	162	2e-49
AEP25500.1	BAG11898.1	156	3e-47
AEP25500.1	ABB29906.1	31.6	0.008
AEP25500.1	BAQ00893.1	30.4	0.019
AEP25477.1	BAQ01494.1	34.7	0.001
AEP25477.1	AFS33314.1	32.7	0.005
AEP25477.1	AAY28249.1	32.3	0.006
AEP25477.1	BAQ00975.1	32.0	0.007
AKL88154.1	AAY23733.1	298	2e-99
AKL88154.1	BAQ00945	298	2e-99
AKL88154.1	BAQ02105	298	2e-99
AKL88154.1	BAQ02177.1	298	2e-99
AKL88154.1	AAY23745.1	298	2e-99
AKL88154.1	AAY23739.1	297	4e-99
AKL88154.1	BAQ01935.1	280	3e-92
AKL88154.1	BAQ01155.1	40.8	1e-05
AKL88154.1	AAM27546	35.8	6e-04
CDF66396.1	BAQ00780.1	55.8	2e-10
CDF66396.1	AAM27662	34.3	0.002
CDF66396.1	AAC45857.1	30.4	0.030
CDF66396.1	AAA97573.1	30.4	0.032
CDF66396.1	AAM27748	30.4	0.032
CDF66396.1	AAM27693	30.4	0.032
CDF66396.1	AAM27801	30.4	0.032
CDF66396.1	AAM27728	30.4	0.032
ADX97403.1	WP_001300154	159	7e-48
ADX97403.1	AFE83402.1	159	7e-48
ACV52983.1	ACV53000.1	763	0.0
ACV52983.1	BAQ01843.1	186	8e-57
ACV52983.1	BAQ00758.1	45.1	6e-07
ACV52983.1	BAQ00879.1	44.3	1e-06
ACV52983.1	AJR19430.1	33.1	0.003
ACV52983.1	BAQ02224.1	33.1	0.004
ACV52983.1	BAQ02068.1	33.1	0.004
ACV52983.1	ABG81806.1	33.1	0.004
ACV52983.1	AAR24270.1	32.3	0.007
AFV46136.1	ADC54967.1	129	5e-36
AFV46136.1	BAQ01024.1	81.3	6e-19
AFV46136.1	BAQ00622.1	63.9	4e-13
AFV46136.1	AQU71752.1	63.5	4e-13
AFV46136.1	ABB29916.1	44.3	9e-07
AFV46136.1	AQU71805.1	42.7	3e-06
AFV46136.1	AAK64372.1	42.0	4e-06
AFV46136.1	BAQ01293.1	38.9	5e-05
AFV46136.1	ACA24829.1	38.9	5e-05
AFV46136.1	BAQ02116.1	38.1	7e-05
AFV46136.1	AAS98031.1	38.1	8e-05
AFV46136.1	ADN43894.1	36.6	2e-04
AFV46136.1	BAQ00746.1	36.6	3e-04
AFV46136.1	BAQ00812.1	36.2	3e-04
AFV46136.1	ADC54957.1	32.0	0.008
AFV46136.1	ACV67289.1	31.2	0.012
AFV46136.1	BAQ01169.1	31.2	0.012
AFV46136.1	ABI98976.1	31.2	0.014
AFV46136.1	WP_046788607.1	30.8	0.016
AFV46136.1	ABB29906.1	30.8	0.017
AFV46136.1	WP_000456161.1	30.4	0.019
ACV53000.1	BAQ01843.1	185	3e-56
ACV53000.1	BAQ00758.1	48.5	6e-08
ACV53000.1	BAQ00879.1	41.6	8e-06
ACV53000.1	BAQ02224.1	37.4	2e-04
ACV53000.1	BAQ02068.1	37.4	2e-04
ACV53000.1	ABG81806.1	37.4	2e-04
ACV53000.1	AJR19430.1	35.4	6e-04
ACV53000.1	AAR24270.1	34.7	0.001
ADV17650.1	AAD50486.1	58.2	4e-11
ADV17650.1	ACD37086.1	38.9	5e-05
ADV17650.1	ACD37078.1	38.9	6e-05
ADV17650.1	ADI43271.1	37.7	1e-04
ADV17650.1	BAQ01999.1	33.1	0.003
ADV17650.1	BAQ01361.1	31.6	0.011
ADV17650.1	ACA24829.1	31.2	0.013
ADV17650.1	AAR90892.1	31.2	0.014
ADV17650.1	CAS09721.1	31.2	0.014
BAQ00634.1	ACA24852.1	48.5	5e-08
BAQ00634.1	ACA24840.1	48.1	6e-08
BAQ00634.1	ABB29916.1	44.3	9e-07
BAQ00634.1	AAM27879	43.9	1e-06
BAQ00634.1	ADQ37335.1	42.4	3e-06
BAQ00634.1	ADQ37322.1	42.4	3e-06
BAQ00634.1	ABK27321.1	42.4	4e-06
BAQ00634.1	ABK27352.1	42.0	5e-06
BAQ00634.1	ABK27355.1	40.4	2e-05
BAQ00634.1	BAI31288.1	40.0	2e-05
BAQ00634.1	ABK27350.1	40.0	2e-05
BAQ00634.1	ABK27354.1	39.3	3e-05
BAQ00634.1	BAQ00746.1	38.9	5e-05
BAQ00634.1	ABK27351.1	38.9	5e-05
BAQ00634.1	AAT85653.1	37.7	1e-04
BAQ00634.1	ABB29906.1	36.2	3e-04
BAQ00634.1	ADC54967.1	35.8	4e-04
BAQ00634.1	AQU71788.1	35.8	4e-04
BAQ00634.1	ABI55342.1	32.7	0.004
BAQ00634.1	BAQ02116.1	30.8	0.016
BAQ00634.1	ADN43894.1	30.8	0.019
ACD37165.1	BAQ02259.1	731	0.0
ACD37165.1	ACD37173.1	731	0.0
ACD37165.1	ACD37181.1	712	0.0
ACD37165.1	AAY28257.1	35.4	6e-04
ACD37173.1	BAQ02259.1	731	0.0
ACD37173.1	ACD37181.1	712	0.0
ACD37173.1	AAY28257.1	35.4	6e-04
BAQ00653.1	BAQ00687.1	38.5	8e-05
BAQ00653.1	ADC54950.1	38.5	8e-05
BAQ00653.1	BAQ01732.1	38.1	9e-05
BAQ00653.1	BAQ00669.1	35.8	5e-04
BAQ00653.1	BAQ00705.1	31.2	0.012
AAY23739.1	BAQ00945	875	0.0
AAY23739.1	BAQ02105	875	0.0
AAY23739.1	BAQ02177.1	875	0.0
AAY23739.1	AAY23745.1	875	0.0
AAY23739.1	AAY23733.1	872	0.0
AAY23739.1	BAQ01935.1	370	5e-127
AAY23739.1	BAQ01155.1	37.0	3e-04
AAY23733.1	BAQ00945	873	0.0
AAY23733.1	BAQ02105	873	0.0
AAY23733.1	BAQ02177.1	873	0.0
AAY23733.1	AAY23745.1	873	0.0
AAY23733.1	BAQ01935.1	370	4e-127
AAY23733.1	BAQ01155.1	37.7	1e-04
AAY23745.1	BAQ00945	877	0.0
AAY23745.1	BAQ02105	877	0.0
AAY23745.1	BAQ02177.1	877	0.0
AAY23745.1	BAQ01935.1	371	2e-127
AAY23745.1	BAQ01155.1	37.7	1e-04
ADC54950.1	BAQ00687.1	768	0.0
ADC54950.1	BAQ00669.1	755	0.0
ADC54950.1	BAQ01732.1	382	2e-133
ADC54950.1	BAQ00705.1	49.7	2e-08
ADC54950.1	WP_000220864.1	36.2	4e-04
ADC54950.1	AAL27351.1	34.7	0.001
ADC54950.1	ABA42232.1	34.7	0.001
BAQ00669.1	BAQ00687.1	753	0.0
BAQ00669.1	BAQ01732.1	372	2e-129
BAQ00669.1	BAQ00705.1	49.3	2e-08
BAQ00669.1	WP_000220864.1	35.8	5e-04
BAQ00669.1	AAL27351.1	34.7	0.001
BAQ00669.1	ABA42232.1	33.5	0.002
BAQ00705.1	BAQ01732.1	55.8	2e-10
BAQ00705.1	BAQ00687.1	51.6	4e-09
BAQ00705.1	AAL27351.1	37.0	2e-04
BAQ00705.1	ACD37126.1	30.8	0.017
AIG62684.1	ACD75796.1	51.6	7e-09
ACH97162.1	ADN43894.1	50.4	8e-09
ACH97162.1	BAQ01293.1	47.8	6e-08
ACH97162.1	BAQ02116.1	39.3	3e-05
ACH97162.1	AQU71788.1	36.2	3e-04
ACH97162.1	AAK64372.1	35.0	7e-04
ACH97162.1	ADQ37335.1	34.3	0.001
ACH97162.1	ADQ37322.1	34.3	0.001
ACH97162.1	AAM27879	34.3	0.001
ACH97162.1	ACD37138.1	31.6	0.010
BAQ00736.1	BAQ01277.1	141	8e-40
BAQ00736.1	ACD37058.1	134	3e-37
BAQ00736.1	ACD37051.1	131	3e-36
BAQ00736.1	BAQ01878.1	35.4	7e-04
BAQ00736.1	ABW73555.1	32.0	0.008
BAQ00746.1	AQU71788.1	60.5	5e-12
BAQ00746.1	BAQ01293.1	51.6	4e-09
BAQ00746.1	AAM27879	43.1	2e-06
BAQ00746.1	AQU71752.1	37.7	9e-05
BAQ00746.1	ADN43894.1	37.7	1e-04
BAQ00746.1	ABK27355.1	37.4	1e-04
BAQ00746.1	ABK27350.1	37.4	1e-04
BAQ00746.1	BAI31288.1	37.4	1e-04
BAQ00746.1	ABK27354.1	37.0	2e-04
BAQ00746.1	ABK27351.1	36.2	3e-04
BAQ00746.1	ACA24901.1	35.4	6e-04
BAQ00746.1	ABK27352.1	35.0	6e-04
BAQ00746.1	BAQ00622.1	35.0	7e-04
BAQ00746.1	ABK27321.1	34.7	0.001
BAQ00746.1	ADC54967.1	34.3	0.001
BAQ00746.1	ACD37146.1	33.9	0.002
BAQ00746.1	BAQ00812.1	33.1	0.003
BAQ00746.1	AQU71805.1	33.1	0.003
BAQ00746.1	ABI98976.1	32.3	0.005
BAQ00746.1	ADQ37322.1	32.0	0.006
BAQ00746.1	ACD37138.1	32.0	0.006
BAQ00746.1	ADQ37335.1	32.0	0.006
BAQ00746.1	AQU71739.1	31.6	0.008
BAQ00746.1	ACD37105.1	31.6	0.010
BAQ00746.1	ADC54929.1	30.4	0.017
ABB29906.1	ABB29916.1	515	0.0
ABB29906.1	ADC54967.1	45.4	3e-07
ABB29906.1	ACA24840.1	44.3	8e-07
ABB29906.1	ACA24852.1	42.4	3e-06
ABB29906.1	AAM27879	42.0	4e-06
ABB29906.1	WP_046788607.1	40.4	1e-05
ABB29906.1	AAK64372.1	40.4	1e-05
ABB29906.1	ADN43894.1	40.0	2e-05
ABB29906.1	WP_000456161.1	38.5	6e-05
ABB29906.1	ACA24803.1	38.5	6e-05
ABB29906.1	ABI98976.1	37.7	1e-04
ABB29906.1	ACA24792.1	36.6	2e-04
ABB29906.1	AQU71788.1	32.0	0.006
ADI43263.1	ADR74237.1	67.0	3e-14
ADI43271.1	BAQ01999.1	33.5	0.003
ADI43271.1	BAQ01024.1	32.7	0.005
BAQ00758.1	AAR97964.1	56.6	1e-10
BAQ00758.1	AFC91472.1	56.2	2e-10
BAQ00758.1	AFC91570.1	55.8	2e-10
BAQ00758.1	AAO39700.1	55.8	2e-10
BAQ00758.1	AFC91514.1	55.8	2e-10
BAQ00758.1	BAQ02224.1	53.9	8e-10
BAQ00758.1	BAQ02068.1	53.9	8e-10
BAQ00758.1	ABG81806.1	53.9	8e-10
BAQ00758.1	BAQ00879.1	53.5	1e-09
BAQ00758.1	BAH24292.1	52.4	3e-09
BAQ00758.1	AAD44158.1	48.1	7e-08
BAQ00758.1	AJR19430.1	43.1	2e-06
BAQ00758.1	BAQ01843.1	39.7	4e-05
BAQ00758.1	AAV74376.1	37.4	2e-04
BAQ00758.1	AAT28922.1	33.1	0.004
ABF01010.1	ACK44379.1	914	0.0
ABF01010.1	AAM27546	142	2e-39
ABF01010.1	BAQ02048.1	98.2	6e-24
ABF01010.1	ACH97143.1	35.4	0.001
ABF01010.1	ACH97132.1	35.0	0.001
ABF01010.1	ABE98413.1	35.0	0.001
ACK44379.1	AAM27546	142	2e-39
ACK44379.1	BAQ02048.1	98.2	6e-24
ACK44379.1	ACH97143.1	35.4	0.001
ACK44379.1	ACH97132.1	35.0	0.001
ACK44379.1	ABE98413.1	35.0	0.001
ACA24852.1	ACA24840.1	764	0.0
ACA24852.1	AAM27879	68.6	2e-14
ACA24852.1	AQU71788.1	67.8	2e-14
ACA24852.1	AAT85653.1	64.3	3e-13
ACA24852.1	WP_046788607.1	58.2	4e-11
ACA24852.1	WP_000456161.1	57.4	6e-11
ACA24852.1	ABI98976.1	50.4	1e-08
ACA24852.1	ADN43894.1	45.8	3e-07
ACA24852.1	BAQ01293.1	45.4	4e-07
ACA24852.1	BAL03056.1	43.9	1e-06
ACA24852.1	AAL27339.1	43.1	2e-06
ACA24852.1	BAQ01860.1	43.1	2e-06
ACA24852.1	ACV67297.1	40.0	2e-05
ACA24852.1	ABB29916.1	38.9	5e-05
ACA24852.1	ACA24901.1	38.5	7e-05
ACA24852.1	ADQ37335.1	36.2	3e-04
ACA24852.1	ADQ37322.1	36.2	3e-04
ACA24852.1	ABK27352.1	36.2	4e-04
ACA24852.1	ABK27321.1	35.8	4e-04
ACA24852.1	ABK27350.1	35.0	8e-04
ACA24852.1	ABK27351.1	35.0	8e-04
ACA24852.1	BAI31288.1	35.0	8e-04
ACA24852.1	ABK27355.1	35.0	9e-04
ACA24852.1	AQU71752.1	34.7	0.001
ACA24852.1	BAQ02116.1	34.7	0.001
ACA24852.1	ABK27354.1	34.7	0.001
ACA24852.1	ADC54967.1	34.3	0.001
ACA24852.1	BAQ01024.1	33.5	0.003
ACA24852.1	BAQ00812.1	33.1	0.003
ACA24852.1	BAQ00622.1	31.2	0.015
ACA24852.1	ACD37146.1	30.8	0.016
ACA24852.1	ACD37138.1	30.8	0.016
BAQ00780.1	AAM27662	37.0	3e-04
BAQ00780.1	AAM27748	35.4	8e-04
BAQ00780.1	AAM27693	35.4	8e-04
BAQ00780.1	AAM27801	35.4	8e-04
BAQ00780.1	AAM27728	35.4	8e-04
BAQ00780.1	AAA97573.1	35.4	8e-04
BAQ00780.1	AAC45857.1	35.0	9e-04
ACD37058.1	ACD37051.1	783	0.0
ACD37058.1	BAQ01277.1	302	2e-101
ACD37058.1	BAQ01238.1	32.7	0.005
BAQ00795.1	ACD37037.1	68.6	2e-14
BAQ00795.1	ACD37046.1	68.2	2e-14
BAQ00795.1	BAQ02088.1	58.5	3e-11
BAQ00795.1	BAQ01659.1	48.1	6e-08
BAQ00795.1	WP_003022294	36.2	3e-04
BAQ00812.1	ACA24829.1	48.1	4e-08
BAQ00812.1	AQU71752.1	47.0	1e-07
BAQ00812.1	ADC54929.1	46.6	1e-07
BAQ00812.1	AAS98031.1	46.2	2e-07
BAQ00812.1	BAQ01024.1	45.1	4e-07
BAQ00812.1	ACV67289.1	38.9	4e-05
BAQ00812.1	AQU71739.1	36.6	2e-04
BAQ00812.1	AQU71717.1	36.6	2e-04
BAQ00812.1	BAQ00622.1	35.8	4e-04
BAQ00812.1	ACA24840.1	32.3	0.005
BAQ00812.1	BAQ02116.1	32.3	0.005
ACV67289.1	BAQ01024.1	48.9	2e-08
ACV67289.1	AQU71805.1	44.3	7e-07
ACV67289.1	AQU71752.1	41.6	5e-06
ACV67289.1	AQU71788.1	41.2	8e-06
ACV67289.1	BAQ00622.1	38.5	5e-05
ACV67289.1	ADC54929.1	35.4	5e-04
ACV67289.1	ADC54967.1	35.4	6e-04
ACV67289.1	ACA24829.1	35.0	6e-04
ACV67289.1	AAS98031.1	34.3	0.001
ACV67289.1	ACD37138.1	31.6	0.010
ACV67289.1	ACD37146.1	31.6	0.010
BAQ00830.1	WP_000905563.1	55.1	5e-10
BAQ00846.1	BAQ00975.1	121	6e-33
BAQ00846.1	ACD37006.1	75.1	9e-17
BAQ00846.1	ACD37014.1	73.6	3e-16
BAQ00846.1	ACD37157.1	69.3	8e-15
